station_code,measurement_time,so2,pm10,nox,o3,tolueno,benceno,etilbenceno,co,no,no2,pm25,station_name,station_type,station_district,station_latitude,station_longitude,hour,day_of_week,month,is_weekend,is_rush_hour,weather_temperature_c,weather_humidity,weather_wind_speed_kmh,weather_code,weather_description,weather_forecast_time,weather_precipitation_mm,weather_cloud_cover,weather_precipitation_probability,wind_no2_synergy,wind_o3_synergy,wind_pm10_synergy,wind_pm25_synergy,wind_strong,wind_weak,temp_o3_synergy,air_quality_index,running_suitability_preliminary,is_traffic_station,is_suburban_station,precipitation_risk,high_precipitation_risk
4,2025-12-06 00:00:00,,6.0,22.0,,,,,0.3,6.0,14.0,4.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,0,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.6,9.0,1.2857142857142858,1.8,0,0,0.0,5.800000000000001,97.1,1,0,0,0
4,2025-12-06 01:00:00,,6.0,20.0,,,,,0.2,5.0,12.0,5.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,1,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.6923076923076923,9.0,1.2857142857142858,1.5,0,0,0.0,5.45,97.275,1,0,0,0
4,2025-12-06 02:00:00,,4.0,14.0,,,,,0.2,4.0,9.0,4.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,2,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.9,9.0,1.8,1.8,0,0,0.0,4.05,97.975,1,0,0,0
4,2025-12-06 03:00:00,,3.0,12.0,,,,,0.2,3.0,7.0,3.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,3,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,1.125,9.0,2.25,2.25,0,0,0.0,3.1000000000000005,98.45,1,0,0,0
4,2025-12-06 04:00:00,,2.0,9.0,,,,,0.1,3.0,5.0,2.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,4,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,1.55,9.3,3.1,3.1,0,0,0.0,2.1999999999999997,98.9,1,0,0,0
4,2025-12-06 05:00:00,,2.0,8.0,,,,,0.1,3.0,4.0,1.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,5,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,1.8,9.0,3.0,4.5,0,0,0.0,1.75,99.125,1,0,0,0
4,2025-12-06 06:00:00,,2.0,8.0,,,,,0.1,3.0,4.0,1.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,6,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,1.86,9.3,3.1,4.65,0,0,0.0,1.75,99.125,1,0,0,0
4,2025-12-06 07:00:00,,8.0,8.0,,,,,0.1,3.0,4.0,6.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,7,5,12,1,1,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,2.18,10.9,1.2111111111111112,1.5571428571428572,0,0,0.0,3.95,98.025,1,0,0,0
4,2025-12-06 08:00:00,,14.0,11.0,,,,,0.1,3.0,7.0,10.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,8,5,12,1,1,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,1.125,9.0,0.6,0.8181818181818182,0,0,0.0,6.700000000000001,96.65,1,0,0,0
4,2025-12-06 09:00:00,,14.0,12.0,,,,,0.1,3.0,7.0,10.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,9,5,12,1,1,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,1.125,9.0,0.6,0.8181818181818182,0,0,0.0,6.700000000000001,96.65,1,0,0,0
4,2025-12-06 10:00:00,,4.0,12.0,,,,,0.1,3.0,7.0,2.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,10,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,1.125,9.0,1.8,3.0,0,0,0.0,3.1,98.45,1,0,0,0
4,2025-12-06 11:00:00,,13.0,14.0,,,,,0.2,4.0,9.0,9.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,11,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,1.09,10.9,0.7785714285714286,1.09,0,0,0.0,6.85,96.575,1,0,0,0
4,2025-12-06 12:00:00,,18.0,19.0,,,,,0.2,5.0,12.0,10.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,12,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.6923076923076923,9.0,0.4736842105263157,0.8181818181818182,0,0,0.0,8.85,95.575,1,0,0,0
4,2025-12-06 13:00:00,,17.0,17.0,,,,,0.2,4.0,11.0,10.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,13,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.75,9.0,0.5,0.8181818181818182,0,0,0.0,8.35,95.825,1,0,0,0
4,2025-12-06 14:00:00,,12.0,19.0,,,,,0.2,5.0,12.0,6.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,14,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,0.8384615384615385,10.9,0.8384615384615385,1.5571428571428572,0,0,0.0,6.8500000000000005,96.575,1,0,0,0
4,2025-12-06 15:00:00,,9.0,18.0,,,,,0.2,4.0,12.0,5.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,15,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.6923076923076923,9.0,0.9,1.5,0,0,0.0,6.0,97.0,1,0,0,0
4,2025-12-06 16:00:00,,9.0,23.0,,,,,0.2,6.0,14.0,5.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,16,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.6,9.0,0.9,1.5,0,0,0.0,6.6000000000000005,96.7,1,0,0,0
4,2025-12-06 17:00:00,,8.0,21.0,,,,,0.2,5.0,15.0,4.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,17,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.5625,9.0,1.0,1.8,0,0,0.0,6.3999999999999995,96.8,1,0,0,0
4,2025-12-06 18:00:00,,9.0,20.0,,,,,0.2,5.0,13.0,4.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,18,5,12,1,1,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.6428571428571429,9.0,0.9,1.8,0,0,0.0,6.1,96.95,1,0,0,0
4,2025-12-06 19:00:00,,11.0,35.0,,,,,0.3,9.0,21.0,5.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,19,5,12,1,1,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.4090909090909091,9.0,0.75,1.5,0,0,0.0,8.899999999999999,95.55,1,0,0,0
4,2025-12-07 00:00:00,,5.0,18.0,,,,,0.2,5.0,11.0,3.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,0,6,12,1,0,11.8,78.0,5.4,2,Parcialmente nublado,2025-12-07 12:00:00,0.0,70,0,0.45,5.4,0.9,1.35,0,0,0.0,4.6,97.7,1,0,0,0
4,2025-12-07 01:00:00,,6.0,11.0,,,,,0.1,3.0,7.0,4.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,1,6,12,1,0,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,0.7875,6.3,0.9,1.26,0,0,0.0,3.9,98.05,1,0,0,0
4,2025-12-07 02:00:00,,5.0,9.0,,,,,0.1,3.0,5.0,3.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,2,6,12,1,0,10.1,89.0,2.9,2,Parcialmente nublado,2025-12-07 10:00:00,0.0,51,0,0.4833333333333333,2.9,0.4833333333333333,0.725,0,1,0.0,3.0,93.5,1,0,0,0
4,2025-12-07 03:00:00,,6.0,8.0,,,,,0.1,3.0,4.0,4.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,3,6,12,1,0,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,1.26,6.3,0.9,1.26,0,0,0.0,3.15,98.425,1,0,0,0
4,2025-12-07 04:00:00,,6.0,8.0,,,,,0.1,3.0,4.0,3.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,4,6,12,1,0,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,1.26,6.3,0.9,1.575,0,0,0.0,2.95,98.525,1,0,0,0
4,2025-12-07 05:00:00,,5.0,8.0,,,,,0.1,3.0,4.0,3.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,5,6,12,1,0,10.9,83.0,4.2,2,Parcialmente nublado,2025-12-07 11:00:00,0.0,61,0,0.8400000000000001,4.2,0.7000000000000001,1.05,0,1,0.0,2.75,93.625,1,0,0,0
4,2025-12-07 06:00:00,,5.0,9.0,,,,,0.1,3.0,5.0,3.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,6,6,12,1,0,10.1,89.0,2.9,2,Parcialmente nublado,2025-12-07 10:00:00,0.0,51,0,0.4833333333333333,2.9,0.4833333333333333,0.725,0,1,0.0,3.0,93.5,1,0,0,0
4,2025-12-07 07:00:00,,6.0,11.0,,,,,0.2,3.0,7.0,3.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,7,6,12,1,1,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,0.7875,6.3,0.9,1.575,0,0,0.0,3.7,98.15,1,0,0,0
4,2025-12-07 08:00:00,,6.0,13.0,,,,,0.2,3.0,8.0,4.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,8,6,12,1,1,11.8,78.0,5.4,2,Parcialmente nublado,2025-12-07 12:00:00,0.0,70,0,0.6000000000000001,5.4,0.7714285714285715,1.08,0,0,0.0,4.15,97.925,1,0,0,0
4,2025-12-07 09:00:00,,11.0,13.0,,,,,0.2,3.0,9.0,4.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,9,6,12,1,1,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,0.63,6.3,0.525,1.26,0,0,0.0,5.4,97.3,1,0,0,0
4,2025-12-07 10:00:00,,8.0,16.0,,,,,0.2,3.0,11.0,4.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,10,6,12,1,0,11.8,78.0,5.4,2,Parcialmente nublado,2025-12-07 12:00:00,0.0,70,0,0.45,5.4,0.6000000000000001,1.08,0,0,0.0,5.3,97.35,1,0,0,0
4,2025-12-07 11:00:00,,10.0,17.0,,,,,0.2,4.0,11.0,5.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,11,6,12,1,0,11.8,78.0,5.4,2,Parcialmente nublado,2025-12-07 12:00:00,0.0,70,0,0.45,5.4,0.4909090909090909,0.9,0,0,0.0,5.95,97.025,1,0,0,0
4,2025-12-07 12:00:00,,10.0,15.0,,,,,0.2,4.0,9.0,5.0,Escuelas Aguirre,Tráfico,Retiro,40.414,-3.68,12,6,12,1,0,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,0.63,6.3,0.5727272727272728,1.05,0,0,0.0,5.45,97.275,1,0,0,0
11,2025-12-06 00:00:00,,,8.0,,0.8,0.1,0.0,,1.0,6.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,0,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,1.5571428571428572,10.9,10.9,10.9,0,0,0.0,1.55,99.225,1,0,0,0
11,2025-12-06 01:00:00,,,6.0,,1.1,0.1,0.1,,1.0,5.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,1,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,1.5,9.0,9.0,9.0,0,0,0.0,1.3,99.35,1,0,0,0
11,2025-12-06 02:00:00,,,4.0,,1.0,0.1,0.1,,0.0,3.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,2,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,2.25,9.0,9.0,9.0,0,0,0.0,0.75,99.625,1,0,0,0
11,2025-12-06 03:00:00,,,4.0,,0.7,0.1,0.1,,1.0,2.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,3,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,3.1,9.3,9.3,9.3,0,0,0.0,0.55,99.725,1,0,0,0
11,2025-12-06 04:00:00,,,2.0,,0.5,0.0,0.1,,0.0,2.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,4,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,3.1,9.3,9.3,9.3,0,0,0.0,0.5,99.75,1,0,0,0
11,2025-12-06 05:00:00,,,2.0,,0.4,0.0,0.0,,0.0,1.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,5,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,5.45,10.9,10.9,10.9,0,0,0.0,0.25,99.875,1,0,0,0
11,2025-12-06 06:00:00,,,3.0,,0.3,0.0,0.0,,0.0,2.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,6,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,3.0,9.0,9.0,9.0,0,0,0.0,0.5,99.75,1,0,0,0
11,2025-12-06 07:00:00,,,6.0,,0.3,0.0,0.0,,1.0,5.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,7,5,12,1,1,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,1.8166666666666669,10.9,10.9,10.9,0,0,0.0,1.3,99.35,1,0,0,0
11,2025-12-06 08:00:00,,,7.0,,0.4,0.1,0.0,,1.0,5.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,8,5,12,1,1,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,1.55,9.3,9.3,9.3,0,0,0.0,1.3,99.35,1,0,0,0
11,2025-12-06 09:00:00,,,10.0,,0.4,0.0,0.0,,2.0,7.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,9,5,12,1,1,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,1.125,9.0,9.0,9.0,0,0,0.0,1.8500000000000003,99.075,1,0,0,0
11,2025-12-06 10:00:00,,,13.0,,0.6,0.1,0.0,,3.0,9.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,10,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,1.09,10.9,10.9,10.9,0,0,0.0,2.4,98.8,1,0,0,0
11,2025-12-06 11:00:00,,,12.0,,0.7,0.0,0.0,,2.0,9.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,11,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,0.93,9.3,9.3,9.3,0,0,0.0,2.35,98.825,1,0,0,0
11,2025-12-06 12:00:00,,,18.0,,0.9,0.0,0.0,,4.0,12.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,12,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,0.8384615384615385,10.9,10.9,10.9,0,0,0.0,3.2,98.4,1,0,0,0
11,2025-12-06 13:00:00,,,14.0,,2.1,0.1,0.1,,3.0,10.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,13,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,0.8454545454545456,9.3,9.3,9.3,0,0,0.0,2.65,98.675,1,0,0,0
11,2025-12-06 14:00:00,,,15.0,,1.3,0.1,0.0,,3.0,10.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,14,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,0.8454545454545456,9.3,9.3,9.3,0,0,0.0,2.65,98.675,1,0,0,0
11,2025-12-06 15:00:00,,,13.0,,0.9,0.0,0.0,,2.0,10.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,15,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.8181818181818182,9.0,9.0,9.0,0,0,0.0,2.6,98.7,1,0,0,0
11,2025-12-06 16:00:00,,,13.0,,1.1,0.1,0.0,,2.0,10.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,16,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,0.990909090909091,10.9,10.9,10.9,0,0,0.0,2.6,98.7,1,0,0,0
11,2025-12-06 17:00:00,,,13.0,,1.0,0.1,0.1,,1.0,11.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,17,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,0.9083333333333332,10.9,10.9,10.9,0,0,0.0,2.8,98.6,1,0,0,0
11,2025-12-06 18:00:00,,,15.0,,0.8,0.1,0.0,,2.0,12.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,18,5,12,1,1,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.6923076923076923,9.0,9.0,9.0,0,0,0.0,3.1,98.45,1,0,0,0
11,2025-12-06 19:00:00,,,16.0,,0.7,0.0,0.0,,2.0,13.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,19,5,12,1,1,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.6428571428571429,9.0,9.0,9.0,0,0,0.0,3.35,98.325,1,0,0,0
11,2025-12-07 00:00:00,,,8.0,,0.6,0.1,0.1,,1.0,6.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,0,6,12,1,0,11.8,78.0,5.4,2,Parcialmente nublado,2025-12-07 12:00:00,0.0,70,0,0.7714285714285715,5.4,5.4,5.4,0,0,0.0,1.55,99.225,1,0,0,0
11,2025-12-07 01:00:00,,,5.0,,0.6,0.0,0.0,,1.0,4.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,1,6,12,1,0,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,1.26,6.3,6.3,6.3,0,0,0.0,1.05,99.475,1,0,0,0
11,2025-12-07 02:00:00,,,2.0,,0.4,0.1,0.0,,0.0,1.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,2,6,12,1,0,11.8,78.0,5.4,2,Parcialmente nublado,2025-12-07 12:00:00,0.0,70,0,2.7,5.4,5.4,5.4,0,0,0.0,0.25,99.875,1,0,0,0
11,2025-12-07 03:00:00,,,2.0,,0.4,0.0,0.0,,0.0,1.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,3,6,12,1,0,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,3.15,6.3,6.3,6.3,0,0,0.0,0.25,99.875,1,0,0,0
11,2025-12-07 04:00:00,,,2.0,,0.3,0.0,0.0,,0.0,1.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,4,6,12,1,0,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,3.15,6.3,6.3,6.3,0,0,0.0,0.25,99.875,1,0,0,0
11,2025-12-07 05:00:00,,,3.0,,0.4,0.0,0.0,,0.0,2.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,5,6,12,1,0,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,2.1,6.3,6.3,6.3,0,0,0.0,0.5,99.75,1,0,0,0
11,2025-12-07 06:00:00,,,5.0,,0.3,0.0,0.0,,1.0,4.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,6,6,12,1,0,11.8,78.0,5.4,2,Parcialmente nublado,2025-12-07 12:00:00,0.0,70,0,1.08,5.4,5.4,5.4,0,0,0.0,1.05,99.475,1,0,0,0
11,2025-12-07 07:00:00,,,11.0,,0.5,0.0,0.0,,1.0,9.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,7,6,12,1,1,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,0.63,6.3,6.3,6.3,0,0,0.0,2.3,98.85,1,0,0,0
11,2025-12-07 08:00:00,,,16.0,,0.7,0.0,0.0,,2.0,13.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,8,6,12,1,1,11.8,78.0,5.4,2,Parcialmente nublado,2025-12-07 12:00:00,0.0,70,0,0.3857142857142857,5.4,5.4,5.4,0,0,0.0,3.35,98.325,1,0,0,0
11,2025-12-07 09:00:00,,,21.0,,0.8,0.1,0.0,,3.0,17.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,9,6,12,1,1,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,0.35,6.3,6.3,6.3,0,0,0.0,4.4,97.8,1,0,0,0
11,2025-12-07 10:00:00,,,25.0,,1.1,0.1,0.1,,4.0,19.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,10,6,12,1,0,11.8,78.0,5.4,2,Parcialmente nublado,2025-12-07 12:00:00,0.0,70,0,0.27,5.4,5.4,5.4,0,0,0.0,4.95,97.525,1,0,0,0
11,2025-12-07 11:00:00,,,25.0,,1.2,0.1,0.0,,5.0,17.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,11,6,12,1,0,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,0.35,6.3,6.3,6.3,0,0,0.0,4.5,97.75,1,0,0,0
11,2025-12-07 12:00:00,,,24.0,,1.6,0.2,0.1,,5.0,17.0,,Plaza de España,Tráfico,Centro,40.424,-3.712,12,6,12,1,0,13.1,72.0,6.3,2,Parcialmente nublado,2025-12-07 13:00:00,0.0,71,0,0.35,6.3,6.3,6.3,0,0,0.0,4.5,97.75,1,0,0,0
16,2025-12-06 00:00:00,,,17.0,35.0,,,,,0.0,17.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,0,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,0.6055555555555556,0.3027777777777778,10.9,10.9,0,0,4.515,13.0,93.5,1,0,0,0
16,2025-12-06 01:00:00,,,12.0,37.0,,,,,0.0,12.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,1,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.6923076923076923,0.2368421052631578,9.0,9.0,0,0,4.218,12.25,93.875,1,0,0,0
16,2025-12-06 02:00:00,,,8.0,41.0,,,,,0.0,8.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,2,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,1.0,0.2142857142857142,9.0,9.0,0,0,4.674,12.25,93.875,1,0,0,0
16,2025-12-06 03:00:00,,,6.0,42.0,,,,,0.0,6.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,3,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,1.3285714285714287,0.2162790697674418,9.3,9.3,0,0,5.04,12.0,94.0,1,0,0,0
16,2025-12-06 04:00:00,,,4.0,44.0,,,,,0.0,4.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,4,5,12,1,0,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,1.8,0.2,9.0,9.0,0,0,5.016,12.0,94.0,1,0,0,0
16,2025-12-06 05:00:00,,,3.0,49.0,,,,,0.0,3.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,5,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,2.725,0.218,10.9,10.9,0,0,6.321000000000001,13.0,93.5,1,0,0,0
16,2025-12-06 06:00:00,,,4.0,53.0,,,,,0.0,4.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,6,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,1.86,0.1722222222222222,9.3,9.3,0,0,6.36,14.25,92.875,1,0,0,0
16,2025-12-06 07:00:00,,,6.0,53.0,,,,,0.0,6.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,7,5,12,1,1,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,1.5571428571428572,0.2018518518518518,10.9,10.9,0,0,6.837000000000001,14.75,92.625,1,0,0,0
16,2025-12-06 08:00:00,,,11.0,50.0,,,,,0.0,10.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,8,5,12,1,1,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,0.8454545454545456,0.1823529411764706,9.3,9.3,0,0,6.0,15.0,92.5,1,0,0,0
16,2025-12-06 09:00:00,,,11.0,53.0,,,,,0.0,11.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,9,5,12,1,1,11.4,90.0,9.0,2,Parcialmente nublado,2025-12-06 20:00:00,0.0,56,0,0.75,0.1666666666666666,9.0,9.0,0,0,6.042000000000001,16.0,92.0,1,0,0,0
16,2025-12-06 10:00:00,,,12.0,53.0,,,,,0.0,11.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,10,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,0.775,0.1722222222222222,9.3,9.3,0,0,6.36,16.0,92.0,1,0,0,0
16,2025-12-06 11:00:00,,,16.0,52.0,,,,,2.0,13.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,11,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,0.7785714285714286,0.2056603773584905,10.9,10.9,0,0,6.708000000000001,16.35,91.825,1,0,0,0
16,2025-12-06 12:00:00,,,18.0,53.0,,,,,2.0,14.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,12,5,12,1,0,12.9,81.0,10.9,3,Cielo cubierto,2025-12-06 18:00:00,0.0,84,0,0.7266666666666667,0.2018518518518518,10.9,10.9,0,0,6.837000000000001,16.85,91.575,1,0,0,0
16,2025-12-06 13:00:00,,,15.0,58.0,,,,,2.0,12.0,,Arturo Soria,Tráfico,Chamartín,40.44,-3.66,13,5,12,1,0,12.0,87.0,9.3,2,Parcialmente nublado,2025-12-06 19:00:00,0.0,65,0,0.7153846153846154,0.1576271186440678,9.3,9.3,0,0,6.96,17.6,91.2,1,0,0,0
